;;31.01.2021;;06.02.2021;;13.02.2021;;14.02.2021 - 20.02.2021;;21.02.2021;;22.02.2021 - 26.02.2021;;27.02.2021;;28.02.2021 - 05.03.2021;;06.03.2021;;07.03.2021 - 12.03.2021;;13.02.2021 - 12.03.2021;;Info;13.03.2021;13.03.2021;14.03.2021 - 20.03.2021;14.03.2021 - 20.03.2021;21.03.2021;21.03.2021;22.03.2021 - 27.03.2021;22.03.2021 - 27.03.2021;28.03.2021;28.03.2021;29.03.2021 - 03.04.2021;29.03.2021 - 03.04.2021;04.04.2021;04.04.2021;05.04.2021 - 10.04.2021;05.04.2021 - 10.04.2021;13.03.2021 - 10.04.2021;;Info;11.04.2021;11.04.2021;12.04.2021 - 16.04.2021;12.04.2021 - 16.04.2021;17.04.2021;17.04.2021;18.04.2021 - 24.04.2021;18.04.2021 - 24.04.2021;25.04.2021;25.04.2021;26.04.2021 - 01.05.2021;26.04.2021 - 01.05.2021;02.05.2021;02.05.2021;03.05.2021 - 08.05.2021;03.05.2021 - 08.05.2021;11.04.2021 - 08.05.2021;;Info;09.05.2021;09.05.2021;10.05.2021 - 15.05.2021;10.05.2021 - 15.05.2021;16.05.2021;16.05.2021;17.05.2021 - 22.05.2021;17.05.2021 - 22.05.2021;23.05.2021;23.05.2021;24.05.2021 - 29.05.2021;;30.05.2021;;31.05.2021 - 05.06.2021;;09.05.2021 - 05.06.2021;;Info;06.06.2021;;07.06.2021 - 12.06.2021;;13.06.2021;;14.06.2021 - 19.06.2021;;20.06.2021;;21.06.2021 - 26.06.2021;;27.06.2021;;28.06.2021 - 03.07.2021;;06.06.2021 - 03.07.2021;;Info;04.07.2021;;05.07.2021 - 10.07.2021;;11.07.2021;;12.07.2021 - 17.07.2021;;18.07.2021;;19.07.2021 - 23.07.2021;;24.07.2021;;25.07.2021 - 31.07.2021;;04.07.2021 - 31.07.2021;;Info;01.08.2021;;02.08.2021 - 07.08.2021;;08.08.2021;;09.08.2021 - 13.08.2021;;14.08.2021;;15.08.2021 - 20.08.2021;;21.08.2021;;22.08.2021 - 28.08.2021;;01.08.2021 - 28.08.2021;;Info;29.08.2021;;30.08.2021 - 04.09.2021;;05.09.2021;;06.09.2021 - 11.09.2021;;12.09.2021;;13.09.2021 - 17.09.2021;;18.09.2021;;19.09.2021 - 25.09.2021;;29.08.2021 - 25.09.2021;;Info;26.09.2021;;27.09.2021 - 02.10.2021;;03.10.2021;;04.10.2021 - 09.10.2021;;10.10.2021;;11.10.2021 - 15.10.2021;;16.10.2021;;17.10.2021 - 23.10.2021;;26.09.2021 - 23.10.2021;;Info;24.10.2021;;25.10.2021 - 29.10.2021;;30.10.2021;;31.10.2021 - 04.11.2021;;05.11.2021;;06.11.2021 - 13.11.2021;;14.11.2021;;15.11.2021 - 19.11.2021;;24.10.2021 - 19.11.2021;;Info;20.11.2021;;21.11.2021 - 27.11.2021;;28.11.2021;;29.11.2021 - 03.12.2021;;04.12.2021;;05.12.2021 - 11.12.2021;;12.12.2021;;13.12.2021 - 17.12.2021;;20.11.2021 - 17.12.2021;;Info;18.12.2021;;19.12.2021 - 25.12.2021;;26.12.2021;;27.12.2021 - 02.01.2022;;03.01.2022;;04.01.2022 - 08.01.2022;;09.01.2022;;10.01.2022 - 14.01.2022;;18.12.2021 - 14.01.2022;;Info;15.01.2022;;16.01.2022 - 22.01.2022;;23.01.2022;;24.01.2022 - 28.01.2022;;29.01.2022;;30.01.2022 - 04.02.2022;;05.02.2022;;06.02.2022 - 11.02.2022;;15.01.2022 - 11.02.2022;;Info;12.02.2022;;13.02.2022 - 18.02.2022;;19.02.2022;;20.02.2022 - 25.02.2022;;26.02.2022;;27.02.2022 - 06.03.2022;;07.03.2022;;08.03.2022 - 12.03.2022;;12.02.2022 - 12.03.2022;;Info;13.03.2022;;14.03.2022 - 19.03.2022;;20.03.2022;;21.03.2022 - 26.03.2022;;27.03.2022;;28.03.2022 - 01.04.2022;;02.04.2022;;03.04.2022 - 09.04.2022;;13.03.2022 - 09.04.2022;;Info;10.04.2022;;11.04.2022 - 16.04.2022;;17.04.2022;;18.04.2022 - 23.04.2022;;24.04.2022;;25.04.2022 - 01.05.2022;;02.05.2022;;03.05.2022 - 08.05.2022;;10.04.2022 - 08.05.2022;;Info;09.05.2022;;10.05.2022 - 14.05.2022;;15.05.2022;;16.05.2022 - 21.05.2022;;22.05.2022;;23.05.2022 - 27.05.2022;;28.05.2022;;29.05.2022 - 03.06.2022;;09.05.2022 - 03.06.2022;;Info;04.06.2022;;05.06.2022 - 12.06.2022;;13.06.2022;;14.06.2022 - 17.06.2022;;18.06.2022;;19.06.2022 - 25.06.2022;;26.06.2022;;27.06.2022 - 01.07.2022;;09.05.2022 - 03.06.2022;;Info;04.06.2021 - 01.07.2022;;Info
;Джем, варенье;;;;;;;;;;;;;;;;;;;139,98;0,600;139,98;0,600;;;;69,99;0,300;;;69,99;0,300;79,39;0,300;;;;;;;219,37;0,900;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;69,11;0,300;;;;;;;;;;;69,11;0,300;;;;;;;;;;;;;;;;252,98;0,600;252,98;0,600;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;124,99;0,300;;;124,99;0,300;;74,99;0,300;;;;;;;;;;;;;;;74,99;0,300;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;74,99;0,300;;;;;;;;;74,99;0,300;;;;;;;;155,49;0,300;;;;;;;;;155,49;0,300;;;;;;;;;;;;74,99;0,300;;;;;74,99;0,300;;;;;;;;;;;;;;;;;;0,00;0,000;;;;99,99;0,300;;;127,99;0,300;;;179,98;0,600;;;;;407,96;1,200;;;;49,90;0,270;;;;;;;170,00;0,310;;;;;219,90;0,580;;;;;;;;;;;;;;;;;;0,00;0,000;;315,97;0,830;;;41,09;0,230;;;;;;;;;;;357,06;1,060;;;;;;;;;;;;;;;;;;0,00;0,000;;2 171,81;6,740;
;Дрожжи, разрыхлитель;;;;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;57,27;0,036;;;;;;;57,27;0,036;;6,98;0,012;;;;;;;23,80;0,016;;;;;;;30,78;0,028;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;116,91;0,082;;;;;;;;;;;116,91;0,082;;;;;;;;;;;;;;;;19,90;0,025;19,90;0,025;;18,14;0,024;;;;;;;;;;;;;;;18,14;0,024;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;243,00;0,195;
;Жевательная резинка;;;;;;;;;59,80;2;;;;;;;35,99;1;;;95,79;3;;;;;;35,99;1;;;21,89;1;;;;;;;57,88;2;;;;;;;;;;71,98;2;;;;;;;71,98;2,000;;26,49;1;;;37,57;2;;;;;;;47,48;2;;;111,54;5;;98,47;3;;;;;;;60,98;2;;;26,49;1;;;185,94;6;;26,49;1;;;;;;;53,48;2;;;50,98;2;;;130,95;5;;25,49;1;;;25,84;1;;;23,99;1;;;25,39;1;;;100,71;4;;25,29;1;;;20,79;1;;;25,49;1;;;50,98;2;;;122,55;5;;25,49;1;;;50,98;2;;;22,52;1;;;23,71;1;;;122,70;5;;25,49;1;20,90;1;25,49;1;;;25,49;1;;;25,29;1;;;122,66;5,000;;178,80;12;;;;;;;;;;;;;;;178,80;12,000;;;;;;;;;;26,24;1;;;50,98;2;;;77,22;3;;25,49;1;;;;;;;50,98;2;;;;;;;76,47;3,000;;84,50;5;;;;;;;;;;;50,98;2;;;135,48;7,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;1 590,67;67,000;
;Желатин, агар;;;;;;;;;;;;;;;;;190,93;0,093;;;190,93;0,093;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0,000;;154,96;0,060;;;;;;;;;;;;;;;154,96;0,060;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;64,89;0,030;;;;;;;64,89;0,030;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;159,00;0,040;65,81;0,030;;;;;;;224,81;0,070;;;;;;57,17;0,030;;;;;;;;;;;57,17;0,030;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;115,64;0,037;;;;;115,64;0,037;;;;;;;;;;;;;;;;;;0,00;0,000;;;;75,99;0,030;;;;;;;;;;;;;75,99;0,030;;;;;;94,91;0,030;;;;;;;;;;;94,91;0,030;;;;;;;;;;;;;;;;;;0,00;0,000;;979,30;0,380;
;Желе (в пакетиках);;;;;;;;;;;;;;;;;;;;;0,00;0;;67,98;0,090;;;;;;;152,36;0,180;;;;;;;220,34;0,270;;;;;;;;;;67,98;0,090;;;;;;;67,98;0,090;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;50,80;0,082;50,80;0,082;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;339,12;0,442;
;Изюм;;;;;;;;;;;;;188,03;0,430;;;;;76,99;0,220;265,02;0,650;;116,99;0,190;;;;;74,99;0,220;;;;;;;;;191,98;0,410;;;;;;116,99;0,190;;;;;179,99;0,250;;;;;296,98;0,440;;;;99,90;0,300;;;;;;;;;;;99,90;0,300;199,80;0,600;;;;;;;;76,78;0,220;139,90;0,500;;;;;234,89;1,120;451,57;1,840;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;160,99;0,500;;;;;;;160,99;0,500;;;;;;131,31;0,500;;;;;;;;;;;131,31;0,500;;160,99;0,500;;;;;;;79,99;0,200;;;208,34;0,500;;;449,32;1,200;;;;;;;;;;;;;;;;81,85;0,228;81,85;0,228;;241,99;0,500;;;;;;;;;;;;;109,23;0,332;351,22;0,832;;253,79;0,500;;;;;;;;;59,90;0,233;241,99;0,500;;;555,68;1,233;;;;;;241,99;0,500;;;241,99;0,500;;;;;;;483,98;1,000;;;;94,90;1,000;;;;;;;;;;;;;94,90;1,000;;;;278,30;1,900;;;;;;;;;;;;;278,30;1,900;;333,99;0,500;;;;;;;;;;;;;;;333,99;0,500;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;82,99;0,250;;;;;;;82,99;0,250;;4 409,88;13,083;
;Инжир (сушеный);;;;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;199,20;0,250;;;;;199,20;0,250;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;245,99;0,250;;;245,99;0,250;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;190,99;0,200;;;;;;;190,99;0,200;;636,18;0,700;
;Ирис;;;;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;58,00;0,150;;;;;58,00;0,150;;;;;;;;;;;;;;;;58,00;0,150;58,00;0,150;;;;;;;;;;;;66,00;0,150;;;;;66,00;0,150;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;67,00;0,150;;;;;;;;;67,00;0,150;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;79,00;0,150;;;;;79,00;0,150;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;328,00;0,750;
;Какао;;;;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;89,99;0,100;;;;;89,99;0,100;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;99,90;0,100;;;;;99,90;0,100;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;92,99;0,100;;;;;;;;;;;;;;;92,99;0,100;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;93,99;0,100;;;;;;;;;;;93,99;0,100;;;;;;;;;;;;;;;;;;0,00;0,000;;;;70,90;0,100;;;;;;;;;127,49;0,100;;;198,39;0,200;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;575,26;0,600;
;Каша быстрого приготовления (в пакетах);103,96;4;208,78;12;;;;;;;;;;;;;;;;;0,00;0;;;;260,54;12;;;;;;;142,98;6;;;;;403,52;18;;;;;;;;;;;;;;192,59;10;;;192,59;10;;;;;;173,02;5;;;194,40;11;;;;;;;367,42;16;;;;;;;;;;109,90;6;;;;;;;109,90;6;;106,76;6;;;;;35,80;2;;;;;169,20;8;;;311,76;16;;;;;;328,75;16;99,90;6;61,60;4;;;;;33,99;1;524,24;27;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;42,98;2;298,93;11;;;;;;;341,91;13;;;;35,90;1;;;109,99;6;;;;;219,98;10;;;365,87;17;;;;;;;;;;92,06;6;;;;;;;92,06;6;;37,28;2;;;;;;;;;;;;;;;37,28;2;;;;;;;;;;;;;;;;;;0,00;0,000;;109,90;6;22,99;1;;;;;;;119,99;5;;;99,90;6;352,78;18,000;;;;;;;;199,80;11;;;;;;;;;199,80;11,000;;;;;;185,99;5;;;;;;;;;59,80;2;245,79;7,000;;276,70;13;;;;;26,24;1;;;;;;;;;302,94;14,000;;;;;;185,99;5;;;157,90;5;;;;;;;343,89;10,000;;4 191,75;191,000;
;Киноа;;;;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;261,99;0,450;;;;;;;;;;;;;;;261,99;0,450;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;261,99;0,450;
;Кисель;;;;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;34,99;0,190;34,99;0,190;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;34,99;0,190;
;Клубника (сушеная);;;;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;231,83;0,250;;;;;231,83;0,250;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;251,23;0,250;;;;;251,23;0,250;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;483,06;0,500;
;Клюква (сушеная);;;;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;179,00;0,250;;;;;179,00;0;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;173,63;0,250;;;;;173,63;0,250;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;199,90;0,150;;;;;;;;;;;;;199,90;0,150;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;552,53;0,650;
;Кокосовая стружка;;;;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;134,00;0,120;;;;;134,00;0,120;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;134,00;0,120;
;Крупа «Дружба»;;;;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;96,90;0,400;96,90;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;96,90;0,400;
;Курага;;;;;;;;;;;;;;;;;;;207,27;0,300;207,27;0,300;;117,99;0,200;;;;;;;;;;;;;;;117,99;0,200;;;;;;;;;;235,98;0,400;;;;;;;235,98;0,400;;;;;;;;;;;;;;;;159,00;0,150;159,00;0,150;;;;;;;;;;117,99;0,200;;;;;;;117,99;0,200;;;;154,90;0,150;;;159,90;0,150;117,99;0,200;;;;;;;432,79;0,500;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;116,26;0,200;;;116,26;0,200;;;;;;;;;;;;;;;;;;0,00;0,000;;202,99;0,150;;;132,99;0,200;;;;;;;;;;;335,98;0,350;;117,06;0,200;;;;;;;;;;;;;;;117,06;0,200;;263,99;0,200;;;;;;;;;;;;;;;263,99;0,200;;263,99;0,200;;;;;;;;;251,23;0,250;;;;;515,22;0,450;;;;;;;;;;;;386,20;0,400;263,99;0,200;;;650,19;0,600;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;3 269,72;3,750;
;Кускус;;;;;;;;;;;;;;;;;;;;;0,00;0;;;;99,90;0,450;;;;;;;;;;;;;99,90;0,450;;;;;;;;;;;;169,89;0,680;;;;;169,89;0,680;;;;;;;;;;;;;;87,99;0,500;;;87,99;0,500;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;87,99;0,500;;;87,99;0,500;;;;;;;;;;;;89,99;0,450;;;;;89,99;0,450;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;92,57;0,500;;;;;;;;;;;92,57;0,500;;98,99;0,500;;;;;;;;;;;;;;;98,99;0,500;;;;;;;;;;;;;;;;109,99;0,450;109,99;0,450;;;;;;144,99;0,450;;;;;;;;;;;144,99;0,450;;;;;;;;;;;;;;148,99;0,450;;;148,99;0,450;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;1 131,29;4,930;
;Лапша быстрого приготовления (пюре);;;;;;;;;38,99;0,085;;;;;;;;;;;38,99;0,085;;;;143,97;0,380;;;;;;;;;;;94,47;0,220;238,44;0,600;;;;;;;;41,00;0,170;;;;;;;;;41,00;0,170;;29,97;0,080;;;;;;;;;;;;;99,80;0,176;129,77;0,256;;;;;;;;;;;;;;35,99;0,090;;;35,99;0,090;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;125,97;0,190;;;;;;;;;;;125,97;0,190;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;131,00;0,116;131,00;0,116;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;51,99;0,110;;;;;;;51,99;0,110;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;159,46;0,240;;;;;;;;;;;159,46;0,240;;;;;;;;;;109,08;0,220;32,90;0,037;;;;;141,98;0,257;;;;59,80;0,080;;;;;;;;;;;;;59,80;0,080;;;;;;;;;;;;;;;;;;0,00;0,000;;1 154,39;2,194;
;Лен;;;;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;65,00;0,200;;;;;65,00;0,200;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;65,00;0,200;
;Мак;;;;;;;;;;;;;;;;;;;;;0,00;0;;;;;;;;;;;;95,99;0,050;;;;;95,99;0,050;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;91,26;0,120;;;;;;;91,26;0,120;;;;;;;;;;;;99,49;0,100;;;;;99,49;0,100;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;93,99;0,080;;;93,99;0,080;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;;;;;;;;;;;;;;;;;0,00;0,000;;380,73;0,350;
